FPrate,Sensivity[Mean],Sensivity[Lower bound],Sensivity[Upper bound]
15.789941494,0.029946975,0.021551725,0.039198607
15.841134113,0.030016350,0.021551725,0.039198607
15.892326733,0.030095184,0.021551725,0.039330542
15.943519352,0.030188879,0.021570319,0.039404552
15.994711971,0.030295670,0.021570319,0.039834026
16.045904590,0.030396312,0.021570319,0.039964475
16.097097210,0.030493267,0.021775544,0.039999999
16.148289829,0.030609066,0.021915585,0.040069688
16.199482448,0.030733874,0.022165388,0.040128410
16.250675068,0.030887725,0.022184301,0.040145986
16.301867687,0.031021904,0.022184301,0.040322579
16.353060306,0.031194016,0.022279348,0.040834058
16.404252925,0.031379718,0.022381378,0.040930979
16.455445545,0.031583026,0.022381378,0.041058395
16.506638164,0.031759053,0.022381378,0.041085273
16.557830783,0.031993788,0.022433132,0.041632652
16.609023402,0.032188583,0.022583559,0.041811846
16.660216022,0.032357175,0.022689076,0.042060085
16.711408641,0.032535892,0.023037544,0.042253520
16.762601260,0.032749176,0.023121387,0.042448979
16.813793879,0.032909699,0.023352794,0.042571675
16.864986499,0.033075407,0.023411371,0.043140639
16.916179118,0.033247992,0.023529412,0.043362834
16.967371737,0.033377122,0.023642732,0.043440487
17.018564356,0.033522010,0.023872679,0.043478262
17.069756976,0.033623647,0.023890786,0.043554008
17.120949595,0.033734620,0.024086379,0.043554008
17.172142214,0.033849590,0.024171889,0.043776825
17.223334833,0.033946183,0.024231128,0.043889847
17.274527453,0.034061294,0.024429968,0.044117648
17.325720072,0.034155753,0.024429968,0.044117648
17.376912691,0.034249574,0.024429968,0.044255320
17.428105311,0.034390297,0.024429968,0.044425089
17.479297930,0.034530267,0.024732070,0.044736844
17.530490549,0.034647923,0.024786325,0.045260463
17.581683168,0.034771055,0.025195483,0.045260463
17.632875788,0.034888115,0.025195483,0.045293074
17.684068407,0.035011146,0.025195483,0.045493562
17.735261026,0.035108410,0.025210084,0.045531198
17.786453645,0.035197295,0.025264874,0.045614034
17.837646265,0.035261255,0.025316456,0.045957446
17.888838884,0.035325438,0.025430681,0.046079222
17.940031503,0.035399396,0.025430681,0.046167247
17.991224122,0.035455771,0.025430681,0.046167247
18.042416742,0.035505496,0.025518341,0.046204619
18.093609361,0.035567217,0.025518341,0.046204619
18.144801980,0.035619050,0.025518341,0.046204619
18.195994599,0.035683822,0.025556471,0.046266235
18.247187219,0.035752315,0.025556471,0.046266235
18.298379838,0.035823096,0.025556471,0.046266235
18.349572457,0.035909593,0.025662251,0.046511628
18.400765077,0.036011111,0.025662251,0.046798028
18.451957696,0.036125351,0.025683513,0.046798028
18.503150315,0.036231045,0.026028547,0.047069270
18.554342934,0.036356878,0.026066350,0.047069270
18.605535554,0.036478989,0.026066350,0.047138046
18.656728173,0.036595885,0.026066350,0.047787610
18.707920792,0.036733527,0.026380874,0.047854785
18.759113411,0.036852926,0.026578072,0.047854785
18.810306031,0.036946531,0.026857654,0.047909409
18.861498650,0.037021995,0.026863085,0.047933884
18.912691269,0.037086625,0.026872965,0.048060708
18.963883888,0.037125152,0.026913373,0.048068669
19.015076508,0.037173994,0.026913373,0.048084758
19.066269127,0.037222851,0.026979983,0.048084758
19.117461746,0.037261810,0.027004220,0.048084758
19.168654365,0.037320014,0.027004220,0.048084758
19.219846985,0.037377480,0.027004220,0.048192769
19.271039604,0.037443489,0.027004220,0.048192769
19.322232223,0.037499852,0.027027028,0.048526864
19.373424842,0.037563704,0.027027028,0.048821550
19.424617462,0.037626456,0.027113238,0.048859935
19.475810081,0.037684347,0.027113238,0.048859935
19.527002700,0.037752915,0.027113238,0.048986487
19.578195320,0.037853513,0.027145360,0.049053356
19.629387939,0.037936807,0.027145360,0.049312852
19.680580558,0.038037054,0.027257239,0.049312852
19.731773177,0.038138755,0.027350428,0.049504951
19.782965797,0.038232729,0.027420737,0.049504951
19.834158416,0.038320135,0.027420737,0.049504951
19.885351035,0.038421653,0.027661357,0.049586777
19.936543654,0.038500190,0.027687296,0.049650893
19.987736274,0.038624182,0.027707808,0.050121263
20.038928893,0.038740817,0.027731093,0.050121263
20.090121512,0.038836338,0.027803522,0.050121263
20.141314131,0.038982335,0.027848102,0.050127443
20.192506751,0.039101746,0.027898867,0.050324675
20.243699370,0.039242197,0.027898867,0.050330032
20.294891989,0.039397057,0.028109029,0.051094890
20.346084608,0.039554320,0.028340081,0.051150896
20.397277228,0.039706856,0.028432168,0.051346801
20.448469847,0.039908562,0.028448276,0.051433388
20.499662466,0.040095780,0.028448276,0.051754385
20.550855086,0.040283278,0.028730305,0.051937986
20.602047705,0.040464103,0.029059829,0.052013423
20.653240324,0.040654313,0.029069768,0.052120142
20.704432943,0.040880688,0.029177720,0.052389707
20.755625563,0.041107383,0.029746281,0.052863438
20.806818182,0.041304689,0.029900333,0.052863438
20.858010801,0.041512161,0.029991431,0.052919708
20.909203420,0.041737571,0.030056864,0.053050399
20.960396040,0.041969817,0.030176027,0.053800169
21.011588659,0.042148422,0.030621173,0.054076537
21.062781278,0.042321991,0.030844156,0.054257095
21.113973897,0.042485815,0.031066330,0.054283291
21.165166517,0.042625405,0.031147541,0.054320987
21.216359136,0.042759072,0.031223629,0.054385964
21.267551755,0.042886175,0.031333931,0.054592721
21.318744374,0.043013304,0.031496063,0.054744527
21.369936994,0.043143820,0.031879194,0.054744527
21.421129613,0.043264505,0.032385465,0.054806072
21.472322232,0.043403950,0.032461677,0.054818746
21.523514851,0.043575823,0.032562125,0.055411257
21.574707471,0.043737236,0.032635983,0.055510204
21.625900090,0.043866705,0.032679740,0.055601660
21.677092709,0.044007309,0.032948930,0.055601660
21.728285329,0.044178925,0.033245843,0.055601660
21.779477948,0.044358976,0.033276450,0.055967078
21.830670567,0.044509705,0.033363391,0.056255247
21.881863186,0.044657681,0.033557046,0.056569342
21.933055806,0.044807628,0.033598587,0.056569342
21.984248425,0.044930331,0.033755273,0.056587093
22.035441044,0.045051765,0.033840947,0.056749783
22.086633663,0.045161113,0.033869602,0.056749783
22.137826283,0.045249909,0.033938438,0.056985293
22.189018902,0.045318808,0.034019697,0.057261411
22.240211521,0.045373034,0.034188036,0.057261411
22.291404140,0.045431990,0.034265105,0.057261411
22.342596760,0.045490574,0.034313727,0.057335582
22.393789379,0.045523956,0.034313727,0.057335582
22.444981998,0.045547526,0.034313727,0.057335582
22.496174617,0.045570932,0.034313727,0.057335582
22.547367237,0.045603622,0.034313727,0.057491288
22.598559856,0.045644812,0.034313727,0.057491288
22.649752475,0.045690723,0.034313727,0.057491288
22.700945095,0.045733947,0.034313727,0.057491288
22.752137714,0.045791950,0.034313727,0.057894737
22.803330333,0.045877356,0.034338359,0.057894737
22.854522952,0.045974310,0.034395974,0.058369100
22.905715572,0.046081316,0.034395974,0.058430716
22.956908191,0.046219338,0.034421887,0.058918484
23.008100810,0.046394363,0.034424853,0.058923997
23.059293429,0.046588957,0.034540858,0.059068218
23.110486049,0.046814673,0.034914952,0.059227467
23.161678668,0.047053233,0.034982935,0.059308071
23.212871287,0.047316894,0.035044827,0.059740260
23.264063906,0.047602441,0.035175879,0.059792027
23.315256526,0.047872048,0.035545025,0.060085837
23.366449145,0.048156410,0.035893153,0.060630556
23.417641764,0.048411496,0.036144577,0.060700390
23.468834383,0.048699554,0.036238138,0.061131388
23.520027003,0.048994020,0.036273703,0.061564058
23.571219622,0.049254861,0.036607143,0.061889250
23.622412241,0.049513407,0.037069727,0.062247373
23.673604860,0.049743559,0.037069727,0.062396005
23.724797480,0.049953029,0.037360892,0.062447257
23.775990099,0.050130114,0.037446808,0.062866725
23.827182718,0.050316524,0.037660256,0.062866725
23.878375338,0.050493728,0.037931036,0.063119926
23.929567957,0.050618745,0.038142622,0.063260339
23.980760576,0.050736547,0.038142622,0.063478976
24.031953195,0.050836369,0.038324419,0.063478976
24.083145815,0.050927125,0.038461540,0.063658342
24.134338434,0.050997507,0.038461540,0.064013839
24.185531053,0.051080186,0.038793102,0.064013839
24.236723672,0.051141981,0.038866397,0.064013839
24.287916292,0.051193204,0.038866397,0.064047821
24.339108911,0.051238582,0.039148938,0.064047821
24.390301530,0.051264651,0.039148938,0.064435147
24.441494149,0.051313329,0.039148938,0.064435147
24.492686769,0.051333077,0.039148938,0.064459927
24.543879388,0.051352426,0.039148938,0.064489797
24.595072007,0.051378094,0.039148938,0.064543165
24.646264626,0.051400781,0.039148938,0.064543165
24.697457246,0.051420398,0.039148938,0.064543165
24.748649865,0.051449057,0.039330542,0.064568199
24.799842484,0.051470324,0.039330542,0.064878896
24.851035104,0.051487286,0.039330542,0.064878896
24.902227723,0.051514532,0.039330542,0.064878896
24.953420342,0.051538285,0.039330542,0.064923353
25.004612961,0.051579069,0.039330542,0.064923353
25.055805581,0.051621962,0.039330542,0.064923353
25.106998200,0.051674463,0.039330542,0.064923353
25.158190819,0.051764235,0.039508339,0.064991333
25.209383438,0.051835626,0.039571311,0.065074138
25.260576058,0.051919039,0.039655171,0.065108515
25.311768677,0.051981322,0.039655171,0.065166794
25.362961296,0.052074820,0.039655171,0.065166794
25.414153915,0.052158158,0.039655171,0.065369651
25.465346535,0.052258179,0.039655171,0.065755762
25.516539154,0.052350562,0.039655171,0.065755762
25.567731773,0.052450784,0.039967373,0.065757819
25.618924392,0.052577708,0.039967373,0.066108786
25.670117012,0.052704863,0.039967373,0.066108786
25.721309631,0.052831780,0.040506329,0.066122450
25.772502250,0.052938148,0.040517241,0.066122450
25.823694869,0.053047791,0.040643521,0.066275164
25.874887489,0.053162239,0.040955633,0.066559747
25.926080108,0.053283133,0.040955633,0.066613160
25.977272727,0.053430792,0.040955633,0.066666670
26.028465347,0.053587142,0.041201718,0.066718385
26.079657966,0.053716481,0.041211102,0.066776589
26.130850585,0.053846199,0.041295547,0.066972479
26.182043204,0.053939857,0.041490264,0.066972479
26.233235824,0.054047484,0.041490264,0.067033976
26.284428443,0.054140452,0.041598696,0.067125648
26.335621062,0.054247603,0.041598696,0.067370132
26.386813681,0.054378755,0.041705284,0.067415729
26.438006301,0.054495458,0.041848298,0.067590989
26.489198920,0.054613970,0.041988004,0.067722075
26.540391539,0.054718446,0.042194095,0.067796610
26.591584158,0.054810487,0.042301185,0.067796610
26.642776778,0.054904364,0.042301185,0.067896061
26.693969397,0.055010568,0.042301185,0.068181820
26.745162016,0.055100959,0.042365402,0.068269975
26.796354635,0.055226583,0.042632066,0.068369031
26.847547255,0.055344708,0.042632066,0.068425395
26.898739874,0.055464223,0.042662118,0.068430655
26.949932493,0.055554070,0.042785235,0.068430655
27.001125113,0.055671494,0.042914979,0.068702288
27.052317732,0.055754624,0.043082021,0.068993509
27.103510351,0.055853717,0.043117743,0.069282137
27.154702970,0.055954684,0.043183744,0.069282137
27.205895590,0.056047235,0.043248013,0.069282137
27.257088209,0.056148637,0.043478262,0.069282137
27.308280828,0.056222126,0.043478262,0.069298953
27.359473447,0.056322079,0.043478262,0.069343068
27.410666067,0.056429956,0.043701798,0.069431923
27.461858686,0.056553040,0.043807920,0.069572508
27.513051305,0.056699265,0.044045676,0.069572508
27.564243924,0.056836937,0.044093177,0.069572508
27.615436544,0.056949593,0.044093177,0.069686413
27.666629163,0.057080057,0.044485636,0.070025623
27.717821782,0.057217229,0.044485636,0.070116863
27.769014401,0.057384811,0.044827588,0.070410728
27.820207021,0.057513893,0.044827588,0.070480928
27.871399640,0.057678808,0.044861339,0.070569366
27.922592259,0.057844047,0.045081966,0.070569366
27.973784878,0.058000281,0.045092840,0.071133167
28.024977498,0.058172248,0.045092840,0.071246818
28.076170117,0.058328647,0.045092840,0.071310118
28.127362736,0.058474097,0.045757070,0.071618035
28.178555356,0.058623735,0.045871560,0.071948260
28.229747975,0.058792874,0.045901638,0.072487645
28.280940594,0.058944754,0.045901638,0.072522156
28.332133213,0.059114471,0.045909848,0.072566375
28.383325833,0.059302811,0.046454769,0.072961375
28.434518452,0.059446394,0.046551723,0.072968490
28.485711071,0.059631407,0.046778463,0.073386386
28.536903690,0.059797160,0.046836484,0.073656842
28.588096310,0.059938431,0.046913579,0.073700540
28.639288929,0.060075890,0.047263682,0.073700540
28.690481548,0.060207527,0.047269765,0.073700540
28.741674167,0.060338136,0.047417443,0.073777065
28.792866787,0.060498331,0.047420964,0.074270554
28.844059406,0.060623821,0.047420964,0.074295476
28.895252025,0.060771119,0.047420964,0.074458875
28.946444644,0.060885407,0.047420964,0.074458875
28.997637264,0.061001878,0.047420964,0.074614763
29.048829883,0.061140649,0.047619049,0.074626863
29.100022502,0.061242446,0.047986291,0.074626863
29.151215122,0.061340075,0.048092868,0.074639522
29.202407741,0.061445471,0.048192769,0.074639522
29.253600360,0.061545059,0.048202615,0.075062551
29.304792979,0.061638121,0.048300538,0.075062551
29.355985599,0.061741654,0.048300538,0.075487703
29.407178218,0.061842952,0.048469387,0.075487703
