FPrate,Sensivity[Mean],Sensivity[Lower bound],Sensivity[Upper bound]
102.715009001,0.205575407,0.183949500,0.228083789
102.766201620,0.205575407,0.183949500,0.228083789
102.817394239,0.205575407,0.183949500,0.228083789
102.868586859,0.205575407,0.183949500,0.228083789
102.919779478,0.205575407,0.183949500,0.228083789
102.970972097,0.205575407,0.183949500,0.228083789
103.022164716,0.205575407,0.183949500,0.228083789
103.073357336,0.205575407,0.183949500,0.228083789
103.124549955,0.205575407,0.183949500,0.228083789
103.175742574,0.205575407,0.183949500,0.228083789
103.226935194,0.205575407,0.183949500,0.228083789
103.278127813,0.205575407,0.183949500,0.228083789
103.329320432,0.205575407,0.183949500,0.228083789
103.380513051,0.205575407,0.183949500,0.228083789
103.431705671,0.205575407,0.183949500,0.228083789
103.482898290,0.205575407,0.183949500,0.228083789
103.534090909,0.205575407,0.183949500,0.228083789
103.585283528,0.205575407,0.183949500,0.228083789
103.636476148,0.205575407,0.183949500,0.228083789
103.687668767,0.205575407,0.183949500,0.228083789
103.738861386,0.205575407,0.183949500,0.228083789
103.790054005,0.205575407,0.183949500,0.228083789
103.841246625,0.205575407,0.183949500,0.228083789
103.892439244,0.205575407,0.183949500,0.228083789
103.943631863,0.205575407,0.183949500,0.228083789
103.994824482,0.205575407,0.183949500,0.228083789
104.046017102,0.205575407,0.183949500,0.228083789
104.097209721,0.205575407,0.183949500,0.228083789
104.148402340,0.205575407,0.183949500,0.228083789
104.199594959,0.205575407,0.183949500,0.228083789
104.250787579,0.205575407,0.183949500,0.228083789
104.301980198,0.205575407,0.183949500,0.228083789
104.353172817,0.205575407,0.183949500,0.228083789
104.404365437,0.205575407,0.183949500,0.228083789
104.455558056,0.205575407,0.183949500,0.228083789
104.506750675,0.205575407,0.183949500,0.228083789
104.557943294,0.205575407,0.183949500,0.228083789
104.609135914,0.205575407,0.183949500,0.228083789
104.660328533,0.205575407,0.183949500,0.228083789
104.711521152,0.205575407,0.183949500,0.228083789
104.762713771,0.205575407,0.183949500,0.228083789
104.813906391,0.205575407,0.183949500,0.228083789
104.865099010,0.205575407,0.183949500,0.228083789
104.916291629,0.205575407,0.183949500,0.228083789
104.967484248,0.205575407,0.183949500,0.228083789
105.018676868,0.205575407,0.183949500,0.228083789
105.069869487,0.205575407,0.183949500,0.228083789
105.121062106,0.205575407,0.183949500,0.228083789
105.172254725,0.205575407,0.183949500,0.228083789
105.223447345,0.205575407,0.183949500,0.228083789
105.274639964,0.205575407,0.183949500,0.228083789
105.325832583,0.205575407,0.183949500,0.228083789
105.377025203,0.205575407,0.183949500,0.228083789
105.428217822,0.205575407,0.183949500,0.228083789
105.479410441,0.205575407,0.183949500,0.228083789
105.530603060,0.205575407,0.183949500,0.228083789
105.581795680,0.205575407,0.183949500,0.228083789
105.632988299,0.205575407,0.183949500,0.228083789
105.684180918,0.205575407,0.183949500,0.228083789
105.735373537,0.205575407,0.183949500,0.228083789
105.786566157,0.205575407,0.183949500,0.228083789
105.837758776,0.205575407,0.183949500,0.228083789
105.888951395,0.205575407,0.183949500,0.228083789
105.940144014,0.205575407,0.183949500,0.228083789
105.991336634,0.205575407,0.183949500,0.228083789
106.042529253,0.205575407,0.183949500,0.228083789
106.093721872,0.205575407,0.183949500,0.228083789
106.144914491,0.205575407,0.183949500,0.228083789
106.196107111,0.205575407,0.183949500,0.228083789
106.247299730,0.205575407,0.183949500,0.228083789
106.298492349,0.205575407,0.183949500,0.228083789
106.349684968,0.205575407,0.183949500,0.228083789
106.400877588,0.205575407,0.183949500,0.228083789
106.452070207,0.205575407,0.183949500,0.228083789
106.503262826,0.205575407,0.183949500,0.228083789
106.554455446,0.205575407,0.183949500,0.228083789
106.605648065,0.205575407,0.183949500,0.228083789
106.656840684,0.205575407,0.183949500,0.228083789
106.708033303,0.205575407,0.183949500,0.228083789
106.759225923,0.205575407,0.183949500,0.228083789
106.810418542,0.205575407,0.183949500,0.228083789
106.861611161,0.205575407,0.183949500,0.228083789
106.912803780,0.205575407,0.183949500,0.228083789
106.963996400,0.205575407,0.183949500,0.228083789
107.015189019,0.205575407,0.183949500,0.228083789
107.066381638,0.205575407,0.183949500,0.228083789
107.117574257,0.205575407,0.183949500,0.228083789
107.168766877,0.205575407,0.183949500,0.228083789
107.219959496,0.205575407,0.183949500,0.228083789
107.271152115,0.205575407,0.183949500,0.228083789
107.322344734,0.205575407,0.183949500,0.228083789
107.373537354,0.205575407,0.183949500,0.228083789
107.424729973,0.205575407,0.183949500,0.228083789
107.475922592,0.205575407,0.183949500,0.228083789
107.527115212,0.205575407,0.183949500,0.228083789
107.578307831,0.205575407,0.183949500,0.228083789
107.629500450,0.205575407,0.183949500,0.228083789
107.680693069,0.205575407,0.183949500,0.228083789
107.731885689,0.205575407,0.183949500,0.228083789
107.783078308,0.205575407,0.183949500,0.228083789
107.834270927,0.205575407,0.183949500,0.228083789
107.885463546,0.205575407,0.183949500,0.228083789
107.936656166,0.205575407,0.183949500,0.228083789
107.987848785,0.205575407,0.183949500,0.228083789
108.039041404,0.205575407,0.183949500,0.228083789
108.090234023,0.205575407,0.183949500,0.228083789
108.141426643,0.205575407,0.183949500,0.228083789
108.192619262,0.205575407,0.183949500,0.228083789
108.243811881,0.205575407,0.183949500,0.228083789
108.295004500,0.205575407,0.183949500,0.228083789
108.346197120,0.205575407,0.183949500,0.228083789
108.397389739,0.205575407,0.183949500,0.228083789
108.448582358,0.205575407,0.183949500,0.228083789
108.499774977,0.205575407,0.183949500,0.228083789
108.550967597,0.205575407,0.183949500,0.228083789
108.602160216,0.205575407,0.183949500,0.228083789
108.653352835,0.205575407,0.183949500,0.228083789
108.704545455,0.205575407,0.183949500,0.228083789
108.755738074,0.205575407,0.183949500,0.228083789
108.806930693,0.205575407,0.183949500,0.228083789
108.858123312,0.205575407,0.183949500,0.228083789
108.909315932,0.205575407,0.183949500,0.228083789
108.960508551,0.205575407,0.183949500,0.228083789
109.011701170,0.205575407,0.183949500,0.228083789
109.062893789,0.205575407,0.183949500,0.228083789
109.114086409,0.205575407,0.183949500,0.228083789
109.165279028,0.205575407,0.183949500,0.228083789
109.216471647,0.205575407,0.183949500,0.228083789
109.267664266,0.205575407,0.183949500,0.228083789
109.318856886,0.205575407,0.183949500,0.228083789
109.370049505,0.205575407,0.183949500,0.228083789
109.421242124,0.205575407,0.183949500,0.228083789
109.472434743,0.205575407,0.183949500,0.228083789
109.523627363,0.205575407,0.183949500,0.228083789
109.574819982,0.205575407,0.183949500,0.228083789
109.626012601,0.205575407,0.183949500,0.228083789
109.677205221,0.205575407,0.183949500,0.228083789
109.728397840,0.205575407,0.183949500,0.228083789
109.779590459,0.205575407,0.183949500,0.228083789
109.830783078,0.205575407,0.183949500,0.228083789
109.881975698,0.205575407,0.183949500,0.228083789
109.933168317,0.205575407,0.183949500,0.228083789
109.984360936,0.205575407,0.183949500,0.228083789
110.035553555,0.205575407,0.183949500,0.228083789
110.086746175,0.205575407,0.183949500,0.228083789
110.137938794,0.205575407,0.183949500,0.228083789
110.189131413,0.205575407,0.183949500,0.228083789
110.240324032,0.205575407,0.183949500,0.228083789
110.291516652,0.205575407,0.183949500,0.228083789
110.342709271,0.205575407,0.183949500,0.228083789
110.393901890,0.205575407,0.183949500,0.228083789
110.445094509,0.205575407,0.183949500,0.228083789
110.496287129,0.205575407,0.183949500,0.228083789
110.547479748,0.205575407,0.183949500,0.228083789
110.598672367,0.205575407,0.183949500,0.228083789
110.649864986,0.205575407,0.183949500,0.228083789
110.701057606,0.205575407,0.183949500,0.228083789
110.752250225,0.205575407,0.183949500,0.228083789
110.803442844,0.205575407,0.183949500,0.228083789
110.854635464,0.205575407,0.183949500,0.228083789
110.905828083,0.205575407,0.183949500,0.228083789
110.957020702,0.205575407,0.183949500,0.228083789
111.008213321,0.205575407,0.183949500,0.228083789
111.059405941,0.205575407,0.183949500,0.228083789
111.110598560,0.205575407,0.183949500,0.228083789
111.161791179,0.205575407,0.183949500,0.228083789
111.212983798,0.205575407,0.183949500,0.228083789
111.264176418,0.205575407,0.183949500,0.228083789
111.315369037,0.205575407,0.183949500,0.228083789
111.366561656,0.205575407,0.183949500,0.228083789
111.417754275,0.205575407,0.183949500,0.228083789
111.468946895,0.205575407,0.183949500,0.228083789
111.520139514,0.205575407,0.183949500,0.228083789
111.571332133,0.205575407,0.183949500,0.228083789
111.622524752,0.205575407,0.183949500,0.228083789
111.673717372,0.205575407,0.183949500,0.228083789
111.724909991,0.205575407,0.183949500,0.228083789
111.776102610,0.205575407,0.183949500,0.228083789
111.827295230,0.205575407,0.183949500,0.228083789
111.878487849,0.205575407,0.183949500,0.228083789
111.929680468,0.205575407,0.183949500,0.228083789
111.980873087,0.205575407,0.183949500,0.228083789
112.032065707,0.205575407,0.183949500,0.228083789
112.083258326,0.205575407,0.183949500,0.228083789
112.134450945,0.205575407,0.183949500,0.228083789
112.185643564,0.205575407,0.183949500,0.228083789
112.236836184,0.205575407,0.183949500,0.228083789
112.288028803,0.205575407,0.183949500,0.228083789
112.339221422,0.205575407,0.183949500,0.228083789
112.390414041,0.205575407,0.183949500,0.228083789
112.441606661,0.205575407,0.183949500,0.228083789
112.492799280,0.205575407,0.183949500,0.228083789
112.543991899,0.205575407,0.183949500,0.228083789
112.595184518,0.205575407,0.183949500,0.228083789
112.646377138,0.205575407,0.183949500,0.228083789
112.697569757,0.205575407,0.183949500,0.228083789
112.748762376,0.205575407,0.183949500,0.228083789
112.799954995,0.205575407,0.183949500,0.228083789
112.851147615,0.205575407,0.183949500,0.228083789
112.902340234,0.205575407,0.183949500,0.228083789
112.953532853,0.205575407,0.183949500,0.228083789
113.004725473,0.205575407,0.183949500,0.228083789
113.055918092,0.205575407,0.183949500,0.228083789
113.107110711,0.205575407,0.183949500,0.228083789
113.158303330,0.205575407,0.183949500,0.228083789
113.209495950,0.205575407,0.183949500,0.228083789
113.260688569,0.205575407,0.183949500,0.228083789
113.311881188,0.205575407,0.183949500,0.228083789
113.363073807,0.205575407,0.183949500,0.228083789
113.414266427,0.205575407,0.183949500,0.228083789
113.465459046,0.205575407,0.183949500,0.228083789
113.516651665,0.205575407,0.183949500,0.228083789
113.567844284,0.205575407,0.183949500,0.228083789
113.619036904,0.205575407,0.183949500,0.228083789
113.670229523,0.205575407,0.183949500,0.228083789
113.721422142,0.205575407,0.183949500,0.228083789
113.772614761,0.205575407,0.183949500,0.228083789
113.823807381,0.205575407,0.183949500,0.228083789
113.875000000,0.205575407,0.183949500,0.228083789
113.926192619,0.205575407,0.183949500,0.228083789
113.977385239,0.205575407,0.183949500,0.228083789
114.028577858,0.205575407,0.183949500,0.228083789
114.079770477,0.205575407,0.183949500,0.228083789
114.130963096,0.205575407,0.183949500,0.228083789
114.182155716,0.205575407,0.183949500,0.228083789
114.233348335,0.205575407,0.183949500,0.228083789
114.284540954,0.205575407,0.183949500,0.228083789
114.335733573,0.205575407,0.183949500,0.228083789
114.386926193,0.205575407,0.183949500,0.228083789
114.438118812,0.205575407,0.183949500,0.228083789
114.489311431,0.205575407,0.183949500,0.228083789
114.540504050,0.205575407,0.183949500,0.228083789
114.591696670,0.205575407,0.183949500,0.228083789
114.642889289,0.205575407,0.183949500,0.228083789
114.694081908,0.205575407,0.183949500,0.228083789
114.745274527,0.205575407,0.183949500,0.228083789
114.796467147,0.205575407,0.183949500,0.228083789
114.847659766,0.205575407,0.183949500,0.228083789
114.898852385,0.205575407,0.183949500,0.228083789
114.950045005,0.205575407,0.183949500,0.228083789
115.001237624,0.205575407,0.183949500,0.228083789
115.052430243,0.205575407,0.183949500,0.228083789
115.103622862,0.205575407,0.183949500,0.228083789
115.154815482,0.205575407,0.183949500,0.228083789
115.206008101,0.205575407,0.183949500,0.228083789
115.257200720,0.205575407,0.183949500,0.228083789
115.308393339,0.205575407,0.183949500,0.228083789
115.359585959,0.205575407,0.183949500,0.228083789
115.410778578,0.205575407,0.183949500,0.228083789
115.461971197,0.205575407,0.183949500,0.228083789
115.513163816,0.205575407,0.183949500,0.228083789
115.564356436,0.205575407,0.183949500,0.228083789
115.615549055,0.205575407,0.183949500,0.228083789
115.666741674,0.205575407,0.183949500,0.228083789
115.717934293,0.205575407,0.183949500,0.228083789
115.769126913,0.205575407,0.183949500,0.228083789
115.820319532,0.205575407,0.183949500,0.228083789
115.871512151,0.205575407,0.183949500,0.228083789
115.922704770,0.205575407,0.183949500,0.228083789
115.973897390,0.205575407,0.183949500,0.228083789
116.025090009,0.205575407,0.183949500,0.228083789
116.076282628,0.205575407,0.183949500,0.228083789
116.127475248,0.205575407,0.183949500,0.228083789
116.178667867,0.205575407,0.183949500,0.228083789
116.229860486,0.205575407,0.183949500,0.228083789
116.281053105,0.205575407,0.183949500,0.228083789
116.332245725,0.205575407,0.183949500,0.228083789
116.383438344,0.205575407,0.183949500,0.228083789
116.434630963,0.205575407,0.183949500,0.228083789
116.485823582,0.205575407,0.183949500,0.228083789
116.537016202,0.205575407,0.183949500,0.228083789
116.588208821,0.205575407,0.183949500,0.228083789
116.639401440,0.205575407,0.183949500,0.228083789
116.690594059,0.205575407,0.183949500,0.228083789
116.741786679,0.205575407,0.183949500,0.228083789
116.792979298,0.205575407,0.183949500,0.228083789
116.844171917,0.205575407,0.183949500,0.228083789
116.895364536,0.205575407,0.183949500,0.228083789
116.946557156,0.205575407,0.183949500,0.228083789
116.997749775,0.205575407,0.183949500,0.228083789
117.048942394,0.205575407,0.183949500,0.228083789
117.100135014,0.205575407,0.183949500,0.228083789
117.151327633,0.205575407,0.183949500,0.228083789
117.202520252,0.205575407,0.183949500,0.228083789
117.253712871,0.205575407,0.183949500,0.228083789
117.304905491,0.205575407,0.183949500,0.228083789
117.356098110,0.205575407,0.183949500,0.228083789
117.407290729,0.205575407,0.183949500,0.228083789
117.458483348,0.205575407,0.183949500,0.228083789
117.509675968,0.205575407,0.183949500,0.228083789
117.560868587,0.205575407,0.183949500,0.228083789
117.612061206,0.205575407,0.183949500,0.228083789
117.663253825,0.205575407,0.183949500,0.228083789
117.714446445,0.205575407,0.183949500,0.228083789
117.765639064,0.205575407,0.183949500,0.228083789
117.816831683,0.205575407,0.183949500,0.228083789
117.868024302,0.205575407,0.183949500,0.228083789
117.919216922,0.205575407,0.183949500,0.228083789
117.970409541,0.205575407,0.183949500,0.228083789
118.021602160,0.205575407,0.183949500,0.228083789
118.072794779,0.205575407,0.183949500,0.228083789
118.123987399,0.205575407,0.183949500,0.228083789
118.175180018,0.205575407,0.183949500,0.228083789
118.226372637,0.205575407,0.183949500,0.228083789
118.277565257,0.205575407,0.183949500,0.228083789
118.328757876,0.205575407,0.183949500,0.228083789
118.379950495,0.205575407,0.183949500,0.228083789
118.431143114,0.205575407,0.183949500,0.228083789
118.482335734,0.205575407,0.183949500,0.228083789
118.533528353,0.205575407,0.183949500,0.228083789
118.584720972,0.205575407,0.183949500,0.228083789
118.635913591,0.205575407,0.183949500,0.228083789
118.687106211,0.205575407,0.183949500,0.228083789
118.738298830,0.205575407,0.183949500,0.228083789
118.789491449,0.205575407,0.183949500,0.228083789
118.840684068,0.205575407,0.183949500,0.228083789
118.891876688,0.205575407,0.183949500,0.228083789
118.943069307,0.205575407,0.183949500,0.228083789
118.994261926,0.205575407,0.183949500,0.228083789
119.045454545,0.205575407,0.183949500,0.228083789
119.096647165,0.205575407,0.183949500,0.228083789
119.147839784,0.205575407,0.183949500,0.228083789
119.199032403,0.205575407,0.183949500,0.228083789
119.250225023,0.205575407,0.183949500,0.228083789
119.301417642,0.205575407,0.183949500,0.228083789
119.352610261,0.205575407,0.183949500,0.228083789
119.403802880,0.205575407,0.183949500,0.228083789
119.454995500,0.205575407,0.183949500,0.228083789
119.506188119,0.205575407,0.183949500,0.228083789
119.557380738,0.205575407,0.183949500,0.228083789
119.608573357,0.205575407,0.183949500,0.228083789
119.659765977,0.205575407,0.183949500,0.228083789
119.710958596,0.205575407,0.183949500,0.228083789
119.762151215,0.205575407,0.183949500,0.228083789
119.813343834,0.205575407,0.183949500,0.228083789
119.864536454,0.205575407,0.183949500,0.228083789
119.915729073,0.205575407,0.183949500,0.228083789
119.966921692,0.205575407,0.183949500,0.228083789
120.018114311,0.205575407,0.183949500,0.228083789
120.069306931,0.205575407,0.183949500,0.228083789
120.120499550,0.205575407,0.183949500,0.228083789
120.171692169,0.205575407,0.183949500,0.228083789
120.222884788,0.205575407,0.183949500,0.228083789
120.274077408,0.205575407,0.183949500,0.228083789
120.325270027,0.205575407,0.183949500,0.228083789
120.376462646,0.205575407,0.183949500,0.228083789
120.427655266,0.205575407,0.183949500,0.228083789
120.478847885,0.205575407,0.183949500,0.228083789
120.530040504,0.205575407,0.183949500,0.228083789
120.581233123,0.205575407,0.183949500,0.228083789
120.632425743,0.205575407,0.183949500,0.228083789
120.683618362,0.205575407,0.183949500,0.228083789
120.734810981,0.205575407,0.183949500,0.228083789
120.786003600,0.205575407,0.183949500,0.228083789
120.837196220,0.205575407,0.183949500,0.228083789
120.888388839,0.205575407,0.183949500,0.228083789
120.939581458,0.205575407,0.183949500,0.228083789
120.990774077,0.205575407,0.183949500,0.228083789
121.041966697,0.205575407,0.183949500,0.228083789
121.093159316,0.205575407,0.183949500,0.228083789
121.144351935,0.205575407,0.183949500,0.228083789
121.195544554,0.205575407,0.183949500,0.228083789
121.246737174,0.205575407,0.183949500,0.228083789
121.297929793,0.205575407,0.183949500,0.228083789
121.349122412,0.205575407,0.183949500,0.228083789
121.400315032,0.205575407,0.183949500,0.228083789
121.451507651,0.205575407,0.183949500,0.228083789
121.502700270,0.205575407,0.183949500,0.228083789
121.553892889,0.205575407,0.183949500,0.228083789
121.605085509,0.205575407,0.183949500,0.228083789
121.656278128,0.205575407,0.183949500,0.228083789
121.707470747,0.205575407,0.183949500,0.228083789
121.758663366,0.205575407,0.183949500,0.228083789
121.809855986,0.205575407,0.183949500,0.228083789
121.861048605,0.205575407,0.183949500,0.228083789
121.912241224,0.205575407,0.183949500,0.228083789
121.963433843,0.205575407,0.183949500,0.228083789
122.014626463,0.205575407,0.183949500,0.228083789
122.065819082,0.205575407,0.183949500,0.228083789
122.117011701,0.205575407,0.183949500,0.228083789
122.168204320,0.205575407,0.183949500,0.228083789
122.219396940,0.205575407,0.183949500,0.228083789
122.270589559,0.205575407,0.183949500,0.228083789
122.321782178,0.205575407,0.183949500,0.228083789
122.372974797,0.205575407,0.183949500,0.228083789
122.424167417,0.205575407,0.183949500,0.228083789
122.475360036,0.205575407,0.183949500,0.228083789
122.526552655,0.205575407,0.183949500,0.228083789
122.577745275,0.205575407,0.183949500,0.228083789
122.628937894,0.205575407,0.183949500,0.228083789
122.680130513,0.205575407,0.183949500,0.228083789
122.731323132,0.205575407,0.183949500,0.228083789
122.782515752,0.205575407,0.183949500,0.228083789
122.833708371,0.205575407,0.183949500,0.228083789
122.884900990,0.205575407,0.183949500,0.228083789
122.936093609,0.205575407,0.183949500,0.228083789
122.987286229,0.205575407,0.183949500,0.228083789
123.038478848,0.205575407,0.183949500,0.228083789
123.089671467,0.205575407,0.183949500,0.228083789
123.140864086,0.205575407,0.183949500,0.228083789
123.192056706,0.205575407,0.183949500,0.228083789
123.243249325,0.205575407,0.183949500,0.228083789
123.294441944,0.205575407,0.183949500,0.228083789
123.345634563,0.205575407,0.183949500,0.228083789
123.396827183,0.205575407,0.183949500,0.228083789
123.448019802,0.205575407,0.183949500,0.228083789
123.499212421,0.205575407,0.183949500,0.228083789
123.550405041,0.205575407,0.183949500,0.228083789
123.601597660,0.205575407,0.183949500,0.228083789
123.652790279,0.205575407,0.183949500,0.228083789
123.703982898,0.205575407,0.183949500,0.228083789
123.755175518,0.205575407,0.183949500,0.228083789
123.806368137,0.205575407,0.183949500,0.228083789
123.857560756,0.205575407,0.183949500,0.228083789
123.908753375,0.205575407,0.183949500,0.228083789
123.959945995,0.205575407,0.183949500,0.228083789
124.011138614,0.205575407,0.183949500,0.228083789
124.062331233,0.205575407,0.183949500,0.228083789
124.113523852,0.205575407,0.183949500,0.228083789
124.164716472,0.205575407,0.183949500,0.228083789
124.215909091,0.205575407,0.183949500,0.228083789
124.267101710,0.205575407,0.183949500,0.228083789
124.318294329,0.205575407,0.183949500,0.228083789
124.369486949,0.205575407,0.183949500,0.228083789
124.420679568,0.205575407,0.183949500,0.228083789
124.471872187,0.205575407,0.183949500,0.228083789
124.523064806,0.205575407,0.183949500,0.228083789
124.574257426,0.205575407,0.183949500,0.228083789
124.625450045,0.205575407,0.183949500,0.228083789
124.676642664,0.205575407,0.183949500,0.228083789
124.727835284,0.205575407,0.183949500,0.228083789
124.779027903,0.205575407,0.183949500,0.228083789
124.830220522,0.205575407,0.183949500,0.228083789
124.881413141,0.205575407,0.183949500,0.228083789
124.932605761,0.205575407,0.183949500,0.228083789
124.983798380,0.205575407,0.183949500,0.228083789
125.034990999,0.205575407,0.183949500,0.228083789
125.086183618,0.205575407,0.183949500,0.228083789
125.137376238,0.205575407,0.183949500,0.228083789
125.188568857,0.205575407,0.183949500,0.228083789
125.239761476,0.205575407,0.183949500,0.228083789
125.290954095,0.205575407,0.183949500,0.228083789
125.342146715,0.205575407,0.183949500,0.228083789
125.393339334,0.205575407,0.183949500,0.228083789
125.444531953,0.205575407,0.183949500,0.228083789
125.495724572,0.205575407,0.183949500,0.228083789
125.546917192,0.205575407,0.183949500,0.228083789
125.598109811,0.205575407,0.183949500,0.228083789
125.649302430,0.205575407,0.183949500,0.228083789
125.700495050,0.205575407,0.183949500,0.228083789
125.751687669,0.205575407,0.183949500,0.228083789
125.802880288,0.205575407,0.183949500,0.228083789
125.854072907,0.205575407,0.183949500,0.228083789
125.905265527,0.205575407,0.183949500,0.228083789
125.956458146,0.205575407,0.183949500,0.228083789
126.007650765,0.205575407,0.183949500,0.228083789
126.058843384,0.205575407,0.183949500,0.228083789
126.110036004,0.205575407,0.183949500,0.228083789
126.161228623,0.205575407,0.183949500,0.228083789
126.212421242,0.205575407,0.183949500,0.228083789
126.263613861,0.205575407,0.183949500,0.228083789
126.314806481,0.205575407,0.183949500,0.228083789
126.365999100,0.205575407,0.183949500,0.228083789
126.417191719,0.205575407,0.183949500,0.228083789
126.468384338,0.205575407,0.183949500,0.228083789
126.519576958,0.205575407,0.183949500,0.228083789
126.570769577,0.205575407,0.183949500,0.228083789
126.621962196,0.205575407,0.183949500,0.228083789
126.673154815,0.205575407,0.183949500,0.228083789
126.724347435,0.205575407,0.183949500,0.228083789
126.775540054,0.205575407,0.183949500,0.228083789
126.826732673,0.205575407,0.183949500,0.228083789
126.877925293,0.205575407,0.183949500,0.228083789
126.929117912,0.205575407,0.183949500,0.228083789
126.980310531,0.205575407,0.183949500,0.228083789
127.031503150,0.205575407,0.183949500,0.228083789
127.082695770,0.205575407,0.183949500,0.228083789
127.133888389,0.205575407,0.183949500,0.228083789
127.185081008,0.205575407,0.183949500,0.228083789
127.236273627,0.205575407,0.183949500,0.228083789
127.287466247,0.205575407,0.183949500,0.228083789
127.338658866,0.205575407,0.183949500,0.228083789
127.389851485,0.205575407,0.183949500,0.228083789
127.441044104,0.205575407,0.183949500,0.228083789
127.492236724,0.205575407,0.183949500,0.228083789
127.543429343,0.205575407,0.183949500,0.228083789
127.594621962,0.205575407,0.183949500,0.228083789
127.645814581,0.205575407,0.183949500,0.228083789
127.697007201,0.205575407,0.183949500,0.228083789
127.748199820,0.205575407,0.183949500,0.228083789
127.799392439,0.205575407,0.183949500,0.228083789
127.850585059,0.205575407,0.183949500,0.228083789
127.901777678,0.205575407,0.183949500,0.228083789
127.952970297,0.205575407,0.183949500,0.228083789
128.004162916,0.205575407,0.183949500,0.228083789
128.055355536,0.205575407,0.183949500,0.228083789
128.106548155,0.205575407,0.183949500,0.228083789
128.157740774,0.205575407,0.183949500,0.228083789
128.208933393,0.205575407,0.183949500,0.228083789
128.260126013,0.205575407,0.183949500,0.228083789
128.311318632,0.205575407,0.183949500,0.228083789
128.362511251,0.205575407,0.183949500,0.228083789
128.413703870,0.205575407,0.183949500,0.228083789
128.464896490,0.205575407,0.183949500,0.228083789
128.516089109,0.205575407,0.183949500,0.228083789
128.567281728,0.205575407,0.183949500,0.228083789
128.618474347,0.205575407,0.183949500,0.228083789
128.669666967,0.205575407,0.183949500,0.228083789
128.720859586,0.205575407,0.183949500,0.228083789
128.772052205,0.205575407,0.183949500,0.228083789
128.823244824,0.205575407,0.183949500,0.228083789
128.874437444,0.205575407,0.183949500,0.228083789
128.925630063,0.205575407,0.183949500,0.228083789
128.976822682,0.205575407,0.183949500,0.228083789
129.028015302,0.205575407,0.183949500,0.228083789
129.079207921,0.205575407,0.183949500,0.228083789
129.130400540,0.205575407,0.183949500,0.228083789
129.181593159,0.205575407,0.183949500,0.228083789
129.232785779,0.205575407,0.183949500,0.228083789
129.283978398,0.205575407,0.183949500,0.228083789
129.335171017,0.205575407,0.183949500,0.228083789
129.386363636,0.205575407,0.183949500,0.228083789
129.437556256,0.205575407,0.183949500,0.228083789
129.488748875,0.205575407,0.183949500,0.228083789
129.539941494,0.205575407,0.183949500,0.228083789
129.591134113,0.205575407,0.183949500,0.228083789
129.642326733,0.205575407,0.183949500,0.228083789
129.693519352,0.205575407,0.183949500,0.228083789
129.744711971,0.205575407,0.183949500,0.228083789
129.795904590,0.205575407,0.183949500,0.228083789
129.847097210,0.205575407,0.183949500,0.228083789
129.898289829,0.205575407,0.183949500,0.228083789
129.949482448,0.205575407,0.183949500,0.228083789
130.000675068,0.205575407,0.183949500,0.228083789
130.051867687,0.205575407,0.183949500,0.228083789
130.103060306,0.205575407,0.183949500,0.228083789
130.154252925,0.205575407,0.183949500,0.228083789
130.205445545,0.205575407,0.183949500,0.228083789
130.256638164,0.205575407,0.183949500,0.228083789
130.307830783,0.205575407,0.183949500,0.228083789
130.359023402,0.205575407,0.183949500,0.228083789
130.410216022,0.205575407,0.183949500,0.228083789
130.461408641,0.205575407,0.183949500,0.228083789
130.512601260,0.205575407,0.183949500,0.228083789
130.563793879,0.205575407,0.183949500,0.228083789
130.614986499,0.205575407,0.183949500,0.228083789
130.666179118,0.205575407,0.183949500,0.228083789
130.717371737,0.205575407,0.183949500,0.228083789
130.768564356,0.205575407,0.183949500,0.228083789
130.819756976,0.205575407,0.183949500,0.228083789
130.870949595,0.205575407,0.183949500,0.228083789
130.922142214,0.205575407,0.183949500,0.228083789
130.973334833,0.205575407,0.183949500,0.228083789
131.024527453,0.205575407,0.183949500,0.228083789
131.075720072,0.205575407,0.183949500,0.228083789
131.126912691,0.205575407,0.183949500,0.228083789
131.178105311,0.205575407,0.183949500,0.228083789
131.229297930,0.205575407,0.183949500,0.228083789
131.280490549,0.205575407,0.183949500,0.228083789
131.331683168,0.205575407,0.183949500,0.228083789
131.382875788,0.205575407,0.183949500,0.228083789
131.434068407,0.205575407,0.183949500,0.228083789
131.485261026,0.205575407,0.183949500,0.228083789
131.536453645,0.205575407,0.183949500,0.228083789
131.587646265,0.205575407,0.183949500,0.228083789
131.638838884,0.205575407,0.183949500,0.228083789
131.690031503,0.205575407,0.183949500,0.228083789
131.741224122,0.205575407,0.183949500,0.228083789
131.792416742,0.205575407,0.183949500,0.228083789
131.843609361,0.205575407,0.183949500,0.228083789
131.894801980,0.205575407,0.183949500,0.228083789
131.945994599,0.205575407,0.183949500,0.228083789
131.997187219,0.205575407,0.183949500,0.228083789
132.048379838,0.205575407,0.183949500,0.228083789
132.099572457,0.205575407,0.183949500,0.228083789
132.150765077,0.205575407,0.183949500,0.228083789
132.201957696,0.205575407,0.183949500,0.228083789
132.253150315,0.205575407,0.183949500,0.228083789
132.304342934,0.205575407,0.183949500,0.228083789
132.355535554,0.205575407,0.183949500,0.228083789
132.406728173,0.205575407,0.183949500,0.228083789
